raceId,rank,factor1,factor2,factor3,factor4,factor5,factor6,factor7,factor8,factor9,factor10
30512,6,0,91,90,119,7,0,1,0.0827068,22,0
30512,4,0.125,93,93,115,10,0,1,0.0782918,22,0
30512,5,0.5,93,95,126,5,0,1,0.159806,66,0
30512,2,0,93,97,128,1,0,0,0.126531,31,0
30512,1,0.125,95,94,119,2,0,0,0.0769231,26,0
30512,10,0,94,96,125,6,0,1,0.172269,41,0
30512,3,0,94,93,111,3,0,0,0.030581,10,0
30531,8,0.125,92,95,120,6,0,0,0.064,16,0
30531,12,0,88,90,133,4,0,1,0.0824373,23,0
30531,11,0.222222,93,93,117,1,0,0,0.0469799,14,0
30531,3,0.111111,92,90,129,8,0,1,0.0823864,29,0
30531,7,0,93,92,121,7,0,0,0.0909091,23,0
30531,1,0.111111,88,88,115,11,0,0,0.08,30,0
30531,2,0.142857,96,96,123,3,0,1,0.159722,69,0
30531,10,0,92,95,118,12,0,1,0.0377358,2,0
30531,5,0.142857,92,91,122,9,0,1,0.0748299,22,0
30531,4,0,92,90,126,5,0,0,0.0294118,10,0
30531,6,0,94,93,133,2,0,0,0.165049,51,0
30531,9,0,93,95,125,10,0,0,0.0929368,25,0
30529,9,0,90,85,111,8,1,0,0.00621118,1,0
30529,12,0,90,93,125,10,1,0,0.0282258,7,0
30529,10,0.111111,93,85,117,6,1,0,0.0748299,22,0
30529,11,0.111111,91,94,119,7,1,0,0.159722,69,0
30529,3,0.222222,92,88,118,11,1,0,0.0294118,10,0
30529,2,0.222222,96,96,127,12,1,0,0.165049,51,0
30529,5,0,90,91,125,5,1,0,0.0823864,29,0
30529,4,0.1,94,98,114,4,1,0,0.0929368,25,0
30529,8,0,86,85,128,9,1,0,0.0824373,23,0
30529,6,0,88,81,116,2,1,0,0,0,0
30529,1,0,96,100,116,3,1,0,0.0909091,23,0
30529,7,0,92,93,120,1,1,0,0.172691,43,0
30527,8,0,93,95,127,4,0,1,0.064,16,0
30527,10,0,90,92,115,8,0,0,0.0205128,4,0
30527,3,0,86,84,113,10,0,1,0.0909091,23,0
30527,11,0,90,90,124,7,0,1,0.0469799,14,0
30527,9,0,88,95,124,11,0,1,0.159722,69,0
30527,6,0,90,87,120,6,0,1,0,0,0
30527,2,0,91,94,126,1,0,0,0.0748299,22,0
30527,4,0,91,96,130,3,0,0,0.0823864,29,0
30527,7,0,92,89,125,2,0,0,0.165049,51,0
30527,1,0,91,93,122,9,0,1,0.0823864,29,0
30527,5,0,89,94,118,5,0,0,0.08,30,0
30525,10,0,93,90,124,5,1,0,0.159722,69,0
30525,3,0.111111,94,89,131,1,1,0,0.0748299,22,0
30525,6,0.125,94,93,119,12,1,0,0.0469799,14,0
30525,11,0,94,93,132,6,1,0,0.0824373,23,0
30525,1,0,91,93,130,2,1,0,0.165049,51,0
30525,8,0,92,89,126,11,1,0,0.0294118,10,0
30525,2,0,92,95,118,7,0,0,0,0,0
30525,5,0.166667,91,85,129,8,1,0,0.0282258,7,0
30525,4,0,91,88,128,3,1,0,0.064,16,0
30525,9,0,-44,85,123,10,1,0,0.0205128,4,0
30525,12,0,92,90,127,4,1,0,0.0823864,29,0
30525,7,0,92,89,127,9,1,0,0.0823864,29,0
30533,6,0,90,88,122,3,0,0,0.171315,43,0
30533,5,0,95,91,133,6,0,1,0.164038,52,0
30533,7,0.0909091,95,98,127,10,0,1,0.0809859,23,0
30533,10,0,93,99,122,1,0,1,0.0837989,30,0
30533,3,0.25,88,88,119,2,0,1,0.076412,23,0
30533,2,0.1,94,99,125,5,0,1,0.0926641,24,0
30533,8,0,92,89,114,7,0,0,0.0314961,8,0
30533,9,0.181818,94,98,122,8,0,1,0.157534,69,0
30533,11,0,86,89,123,9,0,0,0.00757576,1,0
30533,4,0.125,88,90,128,11,0,1,0,0,0
30533,1,0,92,95,129,4,0,0,0.0912409,25,0
30544,10,0.1,92,91,121,12,1,0,0.0192308,4,0
30544,4,0,92,90,125,10,1,0,0.159509,52,0
30544,3,0.111111,92,96,124,11,1,0,0.0796915,31,0
30544,6,0.181818,93,93,122,8,1,0,0.0964286,27,0
30544,2,0,90,93,126,5,0,0,0.093985,25,0
30544,1,0.142857,94,97,126,7,1,0,0.0819113,24,0
30544,5,0,92,95,120,9,0,0,0.03125,11,0
30544,9,0.111111,95,93,127,3,1,0,0.0666667,12,0
30544,11,0,88,89,119,6,1,0,0,0,0
30544,8,0,91,88,123,1,1,0,0.0901639,33,0
30544,7,0,85,89,130,4,1,0,0.0350877,2,0
30557,3,0.0909091,95,96,113,5,0,1,0.063197,17,0
30557,6,0,98,100,130,1,0,1,0.0335821,9,0
30557,8,0.272727,97,98,125,4,0,1,0.155689,52,0
30557,4,0,94,96,112,8,0,0,0.095941,26,0
30557,5,0.125,96,98,111,3,0,0,0.047619,15,0
30557,7,0.2,96,96,123,7,0,1,0.0334262,12,0
30557,2,0,94,100,131,9,0,1,0.0972222,28,0
30557,10,0.222222,96,96,116,10,0,1,0.0782828,31,0
30557,9,0.25,96,96,122,2,0,1,0.156388,71,0
30557,1,0.285714,96,100,119,6,0,1,0.165385,43,0
30555,8,0,89,87,127,9,0,0,0.0972222,28,0
30555,11,0,91,90,130,5,0,1,0.0187793,4,0
30555,7,0,90,88,110,10,0,1,0.00591716,1,0
30555,5,0.142857,90,92,130,11,0,1,0.156388,71,0
30555,1,0.166667,94,95,125,4,0,0,0.0334262,12,0
30555,3,0.0666667,93,95,129,2,0,1,0.0645161,12,0
30555,6,0.1,91,87,124,1,0,1,0.0782828,31,0
30555,2,0.222222,94,92,120,6,0,1,0.0913979,34,0
30555,9,0,93,93,133,3,0,1,0.0338983,2,0
30555,10,0.142857,96,96,130,12,0,1,0.155689,52,0
30555,12,0.166667,92,93,124,7,0,0,0.047619,15,0
30555,4,0,94,94,130,8,0,0,0.165385,43,0
30553,10,0,88,90,122,8,0,0,0.047619,15,0
30553,8,0,90,85,124,2,0,0,0.00591716,1,0
30553,4,0,92,96,113,9,0,1,0.0972222,28,0
30553,9,0,90,95,125,6,0,0,0.095941,26,0
30553,11,0,91,88,119,10,0,0,0.0913979,34,0
30553,1,0.166667,95,93,129,4,0,1,0.155689,52,0
30553,3,0,89,84,123,7,0,1,0.156388,71,0
30553,2,0.142857,87,86,129,1,0,0,0.0782828,31,0
30553,5,0,92,90,133,11,0,0,0.0645161,12,0
30553,7,0,93,95,127,3,0,0,0.0334262,12,0
30553,12,0,82,71,114,5,0,1,0.063197,17,0
30553,6,0,94,96,125,12,0,0,0.0335821,9,0
30552,5,0,90,88,133,1,1,0,0.0645161,12,0
30552,12,0,90,93,114,12,0,0,0.0972222,28,0
30552,8,0,93,90,126,8,1,0,0.00591716,1,0
30552,1,0,92,95,118,11,1,0,0.0187793,4,0
30552,7,0,90,93,120,7,1,0,0.00724638,1,0
30552,4,0,94,95,121,5,1,0,0.0913979,34,0
30552,6,0,92,95,133,2,1,0,0.155689,52,0
30552,9,0,91,90,130,9,1,0,0.0338983,2,0
30552,2,0,95,95,127,6,1,0,0.0334262,12,0
30552,11,0,89,86,112,4,1,0,0.0335821,9,0
30552,10,0,91,90,110,10,1,0,0.047619,15,0
30552,3,0,94,96,121,3,1,0,0.095941,26,0
30550,9,0,91,95,120,7,0,1,0.0645161,12,0
30550,12,0,88,93,132,8,0,0,0.0913979,34,0
30550,10,0,85,81,111,6,0,0,0.00591716,1,0
30550,7,0.4,89,95,126,10,0,1,0.047619,15,0
30550,4,0,89,93,128,5,0,1,0.156388,71,0
30550,8,0.142857,23,87,118,3,0,0,0.0334262,12,0
30550,1,0,91,91,127,2,0,1,0.0782828,31,0
30550,11,0,91,97,126,9,0,1,0.095941,26,0
30550,2,0,92,96,128,12,0,1,0.155689,52,0
30550,6,0,88,83,125,11,0,0,0.0338983,2,0
30550,5,0.2,89,93,129,1,0,1,0.0972222,28,0
30550,3,0,91,93,118,4,0,1,0.063197,17,0
30564,12,0,86,81,128,11,0,0,0.0379404,14,0
30564,11,0,90,91,117,12,0,0,0.0327273,9,0
30564,8,0.0833333,94,93,133,9,0,1,0.025,1,0
30564,5,0.0833333,92,95,118,1,0,1,0.09319,26,0
30564,3,0.25,93,89,128,5,0,0,0.153348,71,0
30564,9,0,93,95,115,7,0,0,0.0790123,32,0
30564,1,0,93,96,124,6,0,1,0.031746,2,0
30564,10,0.125,93,89,130,10,0,0,0.0921053,35,0
30564,2,0,92,96,131,3,0,1,0.0615942,17,0
30564,6,0,92,95,120,8,0,0,0.166667,44,0
30564,4,0,92,95,120,4,0,1,0.16035,55,0
30564,7,0,93,93,123,2,0,0,0.0973154,29,0
30563,10,0.1,93,90,124,12,0,1,0.00571429,1,0
30563,3,0,88,90,113,4,0,1,0.0327273,9,0
30563,5,0,97,96,115,8,0,1,0.0379404,14,0
30563,9,0,87,89,131,3,0,0,0.0790123,32,0
30563,7,0.111111,93,93,119,10,0,1,0.0973154,29,0
30563,12,0,88,90,122,9,0,1,0.031746,2,0
30563,8,0.0833333,96,92,116,11,0,1,0.09319,26,0
30563,1,0.2,96,93,115,5,0,1,0.025,1,0
30563,4,0.166667,94,98,132,6,0,1,0.0621762,12,0
30563,6,0,92,97,114,2,0,1,0.0615942,17,0
30563,2,0.25,94,94,119,1,0,1,0.166667,44,0
30563,11,0,90,88,115,7,0,1,0.0464396,15,0
30569,3,0,92,92,125,9,0,1,0.126437,33,0
30569,5,0,93,89,125,5,0,1,0.153191,72,0
30569,8,0.125,91,92,127,8,0,1,0.0841751,25,0
30569,12,0,89,90,112,13,0,0,0.0355872,10,0
30569,2,0.166667,91,89,126,6,0,1,0.0769231,24,0
30569,7,0,92,93,127,7,0,0,0.0602837,17,0
30569,1,0.111111,94,95,129,1,0,0,0.0909091,35,0
30569,10,0,88,91,122,10,0,1,0.0776699,32,0
30569,11,0,80,81,118,4,0,1,0.0441176,3,0
30569,9,0,92,94,126,12,0,0,0.0771605,25,0
30569,6,0,89,90,111,11,0,1,0.0983607,30,0
30569,14,0,90,84,123,14,0,1,0.0659898,13,0
30569,4,0.125,94,96,127,3,0,1,0.0371353,14,0
30569,13,0,89,86,133,2,0,0,0.0454545,2,0
30587,11,0,93,93,127,1,0,0,0.0852459,26,0
30587,12,0,89,86,115,4,0,0,0.00552486,1,0
30587,5,0.0625,93,93,114,9,0,0,0.00699301,1,0
30587,10,0,84,86,128,3,0,0,0.0384615,2,0
30587,3,0.3,94,88,128,7,1,0,0.0362694,14,0
30587,6,0.142857,95,94,116,8,1,0,0.0747664,24,0
30587,8,0.181818,93,89,120,6,1,0,0.0996785,31,0
30587,9,0.0909091,89,85,127,10,0,0,0.123134,33,0
30587,1,0.333333,91,92,128,2,1,0,0.159218,57,0
30587,4,0.25,92,94,126,11,0,0,0.152083,73,0
30587,2,0.333333,95,95,121,12,1,0,0.0913706,36,0
30587,7,0,92,94,126,5,0,0,0.170909,47,0
30596,6,0,96,95,119,2,0,1,0.164912,47,0
30596,11,0,93,98,123,7,0,1,0.0380711,15,0
30596,1,0,94,92,117,3,0,0,0.0752941,32,0
30596,4,0,94,94,133,5,0,0,0.0766962,26,0
30596,3,0,94,95,124,8,0,0,0.0731707,24,0
30596,8,0.181818,92,83,119,1,0,1,0.0344828,2,0
30596,5,0.1,96,96,122,4,0,0,0.0219298,5,0
30596,10,0.181818,97,95,133,11,0,1,0.156057,76,0
30596,2,0.111111,93,97,128,10,0,1,0.161202,59,0
30596,9,0.2,96,95,133,9,0,1,0.0830671,26,0
30596,7,0,91,97,119,6,0,0,0.0796703,29,0
30590,2,0,90,91,129,1,0,1,0.100629,32,0
30590,10,0,90,87,128,3,0,1,0.0380711,15,0
30590,9,0.1,91,90,115,10,0,1,0.0618557,18,0
30590,8,0.2,92,88,124,6,0,1,0.0344828,2,0
30590,3,0.222222,93,95,126,9,0,1,0.0766962,26,0
30590,5,0.0769231,94,90,123,4,0,1,0.161202,59,0
30590,7,0.111111,95,95,126,5,0,0,0.0405405,3,0
30590,6,0,93,95,118,12,0,1,0.156057,76,0
30590,4,0,93,97,120,8,0,0,0.164912,47,0
30590,11,0.125,94,98,121,7,0,1,0.0920398,37,0
30590,12,0.111111,92,87,125,11,0,0,0.0731707,24,0
30590,1,0,91,93,122,2,0,0,0.0581395,15,0
30589,4,0,93,98,126,10,0,1,0.161202,59,0
30589,5,0,90,84,118,2,0,1,0.0618557,18,0
30589,2,0,94,97,114,11,0,1,0.100629,32,0
30589,12,0.222222,94,96,131,3,0,1,0.0625,13,0
30589,3,0.142857,94,99,130,8,0,1,0.0731707,24,0
30589,1,0,87,90,132,1,0,1,0.0405405,3,0
30589,6,0,90,97,124,5,0,1,0.156057,76,0
30589,9,0,91,98,125,12,0,1,0.0380711,15,0
30589,10,0,92,95,126,9,0,1,0.0581395,15,0
30589,7,0,83,93,111,6,0,1,0.0341297,10,0
30589,11,0,94,95,128,7,0,1,0.0920398,37,0
30589,8,0,90,98,122,4,0,0,0.0752941,32,0
30597,10,0,92,94,130,11,0,1,0.0613497,10,0
30597,4,0.333333,93,93,123,5,0,1,0.0608365,16,0
30597,12,0,93,93,123,14,0,0,0.168385,49,0
30597,7,0,86,96,111,8,0,0,0.00537634,1,0
30597,9,0,94,93,121,4,0,0,0.0822785,26,0
30597,6,0.333333,92,98,131,1,0,1,0.0755814,26,0
30597,3,0.125,87,97,129,9,0,0,0.0763889,33,0
30597,14,0,90,94,122,13,0,0,0.0217391,5,0
30597,1,0,93,90,118,10,0,1,0.0374065,15,0
30597,2,0,92,95,131,2,0,1,0.0610329,13,0
30597,8,0,93,96,123,6,0,0,0.0785908,29,0
30597,5,0,90,90,121,3,0,1,0.153535,76,0
30597,11,0,92,96,131,7,0,0,0.0987654,32,0
30597,13,0,86,90,125,12,0,0,0.061017,18,0
30604,9,0,90,90,112,6,0,1,0.0608365,16,0
30604,8,0.142857,92,93,128,3,0,1,0.0755814,26,0
30604,3,0,93,87,127,2,0,1,0.0718563,24,0
30604,5,0.166667,95,95,131,1,0,1,0.0987654,32,0
30604,6,0,94,95,132,5,0,1,0.0610329,13,0
30604,7,0,92,94,120,8,0,0,0.0307692,2,0
30604,10,0.142857,92,90,119,7,0,0,0.061017,18,0
30604,1,0.25,94,92,121,9,0,1,0.153535,76,0
30604,2,0,94,93,113,10,0,1,0.0374065,15,0
30604,4,0.25,94,90,131,4,0,1,0.168385,49,0
30603,6,0,96,93,129,5,0,1,0.0755814,26,0
30603,5,0.142857,98,98,118,4,0,1,0.153535,76,0
30603,8,0.111111,97,98,113,7,0,1,0.033557,10,0
30603,3,0.125,99,99,133,1,0,1,0.168385,49,0
30603,1,0,96,100,113,3,0,1,0.0987654,32,0
30603,2,0.428571,97,99,114,2,0,1,0.0718563,24,0
30603,7,0,92,96,113,6,0,1,0.0374065,15,0
30603,4,0.428571,99,97,117,8,0,1,0.0610329,13,0
30617,8,0,92,88,118,4,0,0,0.0944056,27,0
30617,5,0,94,98,131,2,0,0,0.101796,34,0
30617,10,0.142857,93,95,121,8,0,0,0.021097,5,0
30617,11,0,94,96,127,12,0,0,0.0778032,34,0
30617,4,0,90,93,127,3,1,0,0.060241,10,0
30617,9,0.428571,92,89,124,14,0,0,0.0740741,26,0
30617,12,0.166667,92,95,131,7,1,0,0.0946602,39,0
30617,14,0.1,88,84,119,5,1,0,0.0598007,18,0
30617,7,0.2,93,96,126,6,1,0,0.16443,49,0
30617,3,0.125,94,88,127,9,1,0,0.08125,26,0
30617,13,0.125,94,91,118,11,0,0,0.0285714,2,0
30617,1,0.142857,87,74,117,1,1,0,0.0705882,24,0
30617,2,0.285714,96,88,128,10,1,0,0.158416,80,0
30617,6,0,95,98,125,13,0,0,0.164021,62,0
30612,1,0,94,98,116,8,0,1,0.0331126,10,0
30612,2,0,93,89,117,2,0,1,0.0705882,24,0
30612,7,0.111111,88,90,117,1,0,1,0.0512821,4,0
30612,11,0.333333,94,93,117,13,0,1,0.158416,80,0
30612,9,0,91,85,119,3,0,1,0.0946602,39,0
30612,12,0,91,88,108,10,0,1,0.0594796,16,0
30612,6,0.2,95,100,114,12,0,0,0.0771277,29,0
30612,10,0.272727,97,97,122,4,0,1,0.0285714,2,0
30612,3,0.142857,95,93,126,5,0,1,0.0944056,27,0
30612,8,0.111111,95,98,110,7,0,1,0.00529101,1,0
30612,4,0.111111,88,90,130,11,0,1,0.164021,62,0
30612,13,0,88,85,114,6,0,1,0.101796,34,0
30612,5,0,90,91,113,9,0,1,0.0598007,18,0
30616,4,0.111111,90,84,113,10,0,1,0.0598007,18,0
30616,2,0.222222,94,100,128,11,0,0,0.0778032,34,0
30616,10,0,96,98,117,4,0,1,0.0285714,2,0
30616,8,0,89,98,123,7,0,1,0.0946602,39,0
30616,1,0,92,89,121,8,0,0,0.0705882,24,0
30616,11,0.25,95,98,120,3,0,1,0.060241,10,0
30616,3,0.5,96,98,123,1,0,1,0.16443,49,0
30616,6,0.142857,95,98,128,6,0,0,0.101796,34,0
30616,9,0.142857,92,85,119,2,0,0,0.164021,62,0
30616,7,0.166667,93,94,124,9,0,0,0.158416,80,0
30616,5,0.166667,93,94,133,5,0,0,0.0740741,26,0
30634,9,0.1,93,91,121,8,0,1,0.0571429,18,0
30634,4,0,91,90,113,4,0,0,0.0924092,28,0
30634,5,0.2,95,100,125,5,0,0,0.0465116,16,0
30634,6,0.181818,92,98,125,6,0,1,0.0774336,35,0
30634,8,0,94,90,126,1,0,0,0.0737705,27,0
30634,2,0.0909091,94,95,124,3,0,0,0.0843373,28,0
30634,3,0.222222,90,90,129,2,0,1,0.0985916,42,0
30634,1,0.285714,96,96,118,7,0,0,0.102857,36,0
30634,7,0.1,94,93,118,9,0,0,0.0235294,2,0
30631,10,0,90,90,125,9,0,1,0.102857,36,0
30631,3,0,90,94,118,1,0,0,0.0924092,28,0
30631,2,0,88,89,124,2,0,0,0.0774336,35,0
30631,9,0,92,97,131,11,0,1,0.079096,28,0
30631,11,0,89,93,120,10,0,0,0.0103093,2,0
30631,5,0,82,62,111,8,0,1,0.0465116,16,0
30631,1,0,91,93,132,7,0,1,0.0552486,10,0
30631,8,0,93,99,127,12,0,1,0.0741688,29,0
30631,6,0,92,90,124,5,0,1,0.0571429,16,0
30631,4,0,90,84,127,4,0,0,0.0843373,28,0
30631,12,0,94,95,133,6,0,1,0.164975,65,0
30631,7,0,92,98,132,3,0,0,0.0737705,27,0
30630,1,0.0769231,95,92,126,5,0,1,0.0924092,28,0
30630,5,0.0833333,89,86,128,8,0,1,0.0203252,5,0
30630,2,0,94,95,125,1,0,1,0.079096,28,0
30630,8,0,84,88,123,4,0,0,0.164975,65,0
30630,3,0,93,91,126,6,0,1,0.102857,36,0
30630,7,0,94,93,129,2,0,1,0.0614035,14,0
30630,4,0.166667,89,93,119,3,0,1,0.0985916,42,0
30630,6,0.111111,93,88,115,7,0,1,0.0235294,2,0
30642,1,0,97,93,133,4,0,0,0.0723861,27,0
30642,6,0.142857,96,100,125,8,0,0,0.0833333,28,0
30642,7,0.133333,98,98,122,5,0,0,0.0348101,11,0
30642,8,0,93,94,127,3,1,0,0.0591398,11,0
30642,5,0.25,98,100,118,6,0,0,0.0222222,2,0
30642,4,0,96,93,132,7,1,0,0.0807799,29,0
30642,3,0.571429,93,97,119,2,1,0,0.161184,49,0
30642,2,0.2,97,95,118,1,0,0,0.162095,65,0
30638,5,0,97,96,133,7,0,1,0.0807799,29,0
30638,7,0,97,95,116,1,0,1,0.0222222,2,0
30638,4,0.3,98,100,118,2,0,1,0.0967742,30,0
30638,8,0.1,98,96,116,5,0,1,0.0348101,11,0
30638,6,0.3,96,98,120,8,0,1,0.0732323,29,0
30638,1,0.230769,94,86,125,4,0,1,0.099537,43,0
30638,3,0.375,99,100,128,6,0,1,0.161184,49,0
30638,2,0,95,97,122,3,0,0,0.0833333,28,0
30637,1,0,88,91,120,1,0,1,0.043956,4,0
30637,3,0,92,89,123,6,0,1,0.162095,65,0
30637,13,0,90,89,115,11,0,1,0.0564263,18,0
30637,5,0,94,90,114,9,0,1,0.0348101,11,0
30637,9,0.111111,93,96,126,4,0,1,0.0591398,11,0
30637,4,0.125,93,90,129,3,0,1,0.0807799,29,0
30637,10,0.111111,89,96,128,14,0,0,0.0765864,35,0
30637,7,0,90,87,132,5,0,1,0.099537,43,0
30637,6,0.222222,90,93,129,7,0,0,0.0201613,5,0
30637,14,0,86,92,123,12,0,0,0.0732323,29,0
30637,12,0,92,90,131,2,0,1,0.161184,49,0
30637,2,0,94,93,127,8,0,0,0.0833333,28,0
30637,8,0,90,92,111,10,0,1,0.103641,37,0
30637,11,0,80,85,126,13,0,1,0.0967742,30,0
30653,7,0.181818,95,85,123,10,1,0,0.0569948,11,0
30653,10,0,87,83,125,3,1,0,0.0818713,28,0
30653,8,0,94,88,132,1,1,0,0.0738786,28,0
30653,12,0.2,93,86,126,6,1,0,0.0680851,16,0
30653,2,0.166667,91,96,127,9,1,0,0.0408163,4,0
30653,5,0.0909091,95,88,129,8,1,0,0.157051,49,0
30653,11,0.0833333,92,95,120,11,1,0,0.0584615,19,0
30653,6,0.5,98,99,122,12,1,0,0.0977918,31,0
30653,4,0.0833333,90,97,132,2,1,0,0.160976,66,0
30653,1,0.375,93,99,129,5,1,0,0.10221,37,0
30653,9,0.4,94,95,123,4,1,0,0.079235,29,0
30653,3,0,98,97,119,7,1,0,0.102273,45,0
30652,2,0,93,95,129,4,0,1,0.102273,45,0
30652,5,0.0909091,92,90,130,2,0,1,0.0680851,16,0
30652,10,0.1,93,95,117,8,0,0,0.0818713,28,0
30652,8,0,92,88,114,6,0,0,0.00625,1,0
30652,1,0.133333,92,92,116,5,0,1,0.0977918,31,0
30652,3,0,86,92,133,3,0,0,0.160976,66,0
30652,7,0.1,92,92,114,10,0,1,0.079235,29,0
30652,4,0.125,90,81,127,1,0,1,0.0716049,29,0
30652,6,0.125,94,98,116,7,0,1,0.10221,37,0
30652,9,0,92,92,122,9,0,0,0.157051,49,0
30651,9,0,93,93,127,9,0,0,0.10221,37,0
30651,2,0,94,100,118,2,0,1,0.0680851,16,0
30651,6,0.111111,91,91,126,1,0,1,0.0977918,31,0
30651,1,0.0666667,90,92,120,10,0,1,0.0569948,11,0
30651,5,0.2,90,90,122,7,0,1,0.079235,29,0
30651,7,0.181818,93,91,127,3,0,1,0.0716049,29,0
30651,3,0,90,91,115,12,0,0,0.0340557,11,0
30651,11,0,92,91,114,11,0,1,0.0752688,35,0
30651,4,0.222222,95,97,121,6,0,1,0.157051,49,0
30651,10,0,93,93,122,5,0,1,0.0738786,28,0
30651,12,0,85,91,120,8,0,0,0.0408163,4,0
30651,8,0,88,92,124,4,0,0,0.0818713,28,0
30649,7,0,91,90,119,7,0,0,0.0520833,5,0
30649,6,0.111111,92,89,126,3,1,0,0.0340557,11,0
30649,4,0,93,92,128,5,1,0,0.079235,29,0
30649,3,0,91,95,114,6,1,0,0.0408163,4,0
30649,2,0,88,87,112,4,1,0,0.0102564,2,0
30649,8,0,93,93,115,8,1,0,0.0584615,19,0
